TRI Incident Number,Subject Injury Level,Subject Injured,Age,Subject Race,Subject Gender,Force Against MOS,Subject Used Force
2022121962051,No Injury,N,19,BLACK,MALE,Physical Force,Y
2022122962080,No Injury,N,19,BLACK,MALE,Physical Force,Y
2022125962064,No Injury,N,19,BLACK,MALE,Physical Force,Y
2022126962062,No Injury,N,19,BLACK,MALE,Physical Force,Y
2022128962059,No Injury,N,19,BLACK,MALE,Physical Force,Y
2022132962025,No Injury,N,19,BLACK,MALE,Physical Force,Y
2022132962086,No Injury,N,19,BLACK,MALE,Physical Force,Y
2022139962078,No Injury,N,19,BLACK,MALE,Physical Force,Y
2020024962065,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020025962074,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020025962109,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020026962019,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020028962029,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020028962060,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020032962063,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020037962123,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020038962070,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020044962077,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020045962054,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020053962022,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020059962084,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020059962109,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020059962111,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020059962150,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020059962261,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020060962026,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020062962147,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020062962167,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020063962103,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020063962130,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020064962029,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020064962030,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020065962137,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020065962138,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020065962313,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020067962082,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020068962061,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020071962076,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020079962106,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020079962125,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020082962027,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020086962033,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020086962108,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020086962152,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020086962161,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020091962040,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020092962102,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020092962164,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020092962232,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020092962237,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020094962045,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020094962101,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020094962127,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020096962069,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020096962122,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020098962036,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020098962117,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020098962151,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020100962078,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020102962028,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020102962046,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020102962112,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020103962016,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020109962031,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020122962017,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020122962034,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020122962111,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020122962138,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020122962145,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020126962048,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020126962064,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020127962032,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020130962033,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020132962123,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020132962156,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020140962029,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020140962038,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020140962066,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020140962077,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021026962036,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021026962102,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021028962024,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021028962114,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021033962184,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021037962112,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021042962049,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021044962036,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021044962070,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021045962037,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021049962023,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021051962094,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021052962078,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021059962025,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021059962079,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021060962037,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021061962038,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021061962045,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021063962045,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021065962036,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021066962021,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021066962101,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021066962124,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021066962133,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021071962158,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021080962082,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021081962036,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021082962021,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021086962020,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021086962049,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021086962087,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021086962149,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021088962062,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021088962096,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021088962104,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021089962131,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021092962042,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021092962047,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021092962073,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021094962140,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021094962226,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021094962263,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021094962264,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021096962067,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021096962122,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021097962082,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021098962064,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021098962102,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021100962109,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021103962106,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021107962096,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021122962088,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021122962113,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021124962048,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021124962118,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021132962016,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021132962047,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021132962080,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021133962064,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021134962036,No Injury,N,21,BLACK,MALE,Physical Force,Y
2021140962055,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022028962025,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022033962037,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022033962093,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022033962118,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022033962138,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022044962072,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022045962036,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022061962037,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022063962057,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022067962028,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022082962053,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022086962036,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022088962041,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022089962036,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022094962086,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022103962043,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022103962077,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022109962058,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022109962060,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022113962027,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022120962053,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022121962073,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022121962075,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022122962041,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022126962050,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022132962074,No Injury,N,21,BLACK,MALE,Physical Force,Y
2022133962121,No Injury,N,21,BLACK,MALE,Physical Force,Y
2020026962030,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020028962165,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020029962076,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020032962191,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020036962066,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020042962075,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020047962077,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020047962085,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020051962042,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020051962052,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020059962092,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020059962171,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020061962085,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020061962094,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020062962109,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020062962144,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020063962032,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020063962251,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020064962036,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020065962065,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020065962240,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020065962290,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020066962050,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020067962162,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020069962037,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020071962122,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020071962190,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020092962018,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020094962119,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020094962147,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020094962229,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020095962044,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020096962036,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020096962055,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020096962107,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020096962133,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020097962109,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020098962027,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020100962039,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020120962075,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020122962162,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020128962047,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020132962142,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020133962185,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020139962056,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020139962123,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020139962180,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020140962079,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021020962098,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021024962106,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021029962021,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021032962105,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021033962026,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021033962029,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021033962034,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021033962173,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021033962200,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021033962239,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021037962023,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021037962048,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021042962016,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021042962134,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021044962043,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021044962156,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021045962032,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021045962039,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021047962046,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021051962136,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021052962061,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021059962075,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021059962274,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021061962134,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021061962135,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021065962090,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021065962169,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021065962255,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021066962174,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021066962177,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021066962199,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021068962079,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021071962018,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021082962022,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021082962079,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021086962046,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021086962052,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021086962117,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021088962052,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021088962102,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021089962019,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021089962044,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021089962117,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021092962027,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021092962174,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021094962015,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021094962116,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021094962205,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021096962049,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021100962095,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021119962027,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021119962036,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021121962080,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021122962052,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021126962025,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021126962038,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021132962039,No Injury,N,32,BLACK,MALE,Physical Force,Y
2021132962126,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022024962078,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022028962079,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022032962038,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022032962054,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022033962105,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022047962018,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022047962024,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022047962048,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022051962042,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022059962067,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022061962083,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022062962071,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022063962019,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022065962083,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022066962052,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022071962042,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022089962028,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022090962029,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022090962049,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022090962060,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022092962051,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022092962071,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022092962100,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022094962028,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022094962115,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022098962031,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022100962094,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022103962102,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022109962057,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022124962016,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022124962081,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022125962026,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022125962055,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022126962029,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022126962030,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022127962031,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022127962045,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022129962068,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022129962070,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022131962037,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022132962043,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022133962037,No Injury,N,32,BLACK,MALE,Physical Force,Y
2022141962030,No Injury,N,32,BLACK,MALE,Physical Force,Y
2020020962102,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020024962122,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020029962062,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020033962027,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020033962050,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020033962133,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020033962189,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020037962017,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020042962015,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020045962033,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020047962073,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020051962040,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020051962084,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020059962016,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020059962066,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020059962310,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020061962096,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020061962159,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020062962151,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020062962192,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020063962291,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020066962015,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020066962123,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020066962168,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020067962150,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020068962076,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020068962081,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020071962026,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020079962074,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020086962024,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020086962044,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020086962145,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020088962041,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020088962045,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020088962057,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020089962032,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020089962036,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020089962078,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020092962087,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020094962053,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020094962121,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020094962124,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020094962181,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020096962066,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020096962074,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020096962085,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020096962116,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020097962078,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020097962110,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020098962179,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020100962045,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020100962096,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020103962025,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020107962048,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020121962060,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020122962075,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020122962089,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020122962133,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020124962076,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020124962100,No Injury,N,20,BLACK,MALE,Physical Force,Y
2020132962075,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021026962046,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021028962027,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021033962236,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021042962048,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021044962098,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021045962025,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021051962029,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021051962089,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021052962055,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021052962069,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021052962091,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021052962111,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021059962065,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021059962100,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021061962117,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021062962100,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021063962123,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021063962198,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021063962271,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021064962043,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021065962071,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021065962167,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021065962211,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021065962276,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021066962052,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021066962069,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021066962134,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021066962220,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021066962230,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021079962017,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021080962046,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021086962150,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021086962150,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021088962063,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021090962051,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021092962106,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021094962122,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021094962274,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021096962070,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021098962078,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021098962084,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021100962041,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021102962132,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021103962069,No Injury,N,20,BLACK,MALE,Physical Force,Y
2021103962073,No Injury,N,20,BLACK,MALE,Physical Force,Y
