TRI Incident Number,Subject Injury Level,Subject Injured,Age,Subject Race,Subject Gender,Force Against MOS,Subject Used Force
2021071962016,No Injury,N,36,UNK/OTH,MALE,Physical Force,Y
2021071962126,No Injury,N,18,UNK/OTH,MALE,Physical Force,Y
2021071962148,No Injury,N,19,UNK/OTH,MALE,Physical Force,Y
2021071962157,No Injury,N,32,UNK/OTH,MALE,Physical Force,Y
2021079962022,No Injury,N,33,UNK/OTH,MALE,Physical Force,Y
2021079962047,No Injury,N,18,UNK/OTH,MALE,Physical Force,Y
2021080962080,No Injury,N,33,UNK/OTH,MALE,Physical Force,Y
2021081962051,No Injury,N,21,UNK/OTH,MALE,Physical Force,Y
2021082962028,No Injury,N,30,UNK/OTH,MALE,Physical Force,Y
2021086962023,No Injury,N,22,UNK/OTH,MALE,Physical Force,Y
2021086962199,No Injury,N,53,UNK/OTH,MALE,Physical Force,Y
2021090962047,No Injury,N,20,UNK/OTH,MALE,Physical Force,Y
2021090962087,No Injury,N,23,UNK/OTH,MALE,Physical Force,Y
2021090962092,No Injury,N,18,UNK/OTH,MALE,Physical Force,Y
2021090962129,No Injury,N,33,UNK/OTH,MALE,Physical Force,Y
2021091962087,No Injury,N,28,UNK/OTH,MALE,Physical Force,Y
2021092962033,No Injury,N,31,UNK/OTH,MALE,Physical Force,Y
2021092962110,No Injury,N,37,UNK/OTH,MALE,Physical Force,Y
2021094962021,No Injury,N,27,UNK/OTH,MALE,Physical Force,Y
2021094962170,No Injury,N,43,UNK/OTH,MALE,Physical Force,Y
2021094962202,No Injury,N,33,UNK/OTH,MALE,Physical Force,Y
2021094962289,No Injury,N,30,UNK/OTH,MALE,Physical Force,Y
2021096962121,No Injury,N,42,UNK/OTH,MALE,Physical Force,Y
2021098962134,No Injury,N,24,UNK/OTH,MALE,Physical Force,Y
2021100962065,No Injury,N,30,UNK/OTH,MALE,Physical Force,Y
2021102962031,No Injury,N,34,UNK/OTH,MALE,Physical Force,Y
2021102962130,No Injury,N,39,UNK/OTH,MALE,Physical Force,Y
2021113962060,No Injury,N,25,UNK/OTH,MALE,Physical Force,Y
2021113962063,No Injury,N,29,UNK/OTH,MALE,Physical Force,Y
2021113962072,No Injury,N,24,UNK/OTH,MALE,Physical Force,Y
2021120962032,No Injury,N,51,UNK/OTH,MALE,Physical Force,Y
2021120962066,No Injury,N,30,UNK/OTH,MALE,Physical Force,Y
2021120962117,No Injury,N,45,UNK/OTH,MALE,Physical Force,Y
2021121962070,No Injury,N,42,UNK/OTH,MALE,Physical Force,Y
2021122962033,No Injury,N,36,UNK/OTH,MALE,Physical Force,Y
2021122962137,No Injury,N,24,UNK/OTH,MALE,Physical Force,Y
2021122962173,No Injury,N,19,UNK/OTH,MALE,Physical Force,Y
2021123962050,No Injury,N,27,UNK/OTH,MALE,Physical Force,Y
2021124962031,No Injury,N,56,UNK/OTH,MALE,Physical Force,Y
2021124962137,No Injury,N,29,UNK/OTH,MALE,Physical Force,Y
2021125962073,No Injury,N,22,UNK/OTH,MALE,Physical Force,Y
2021127962042,No Injury,N,34,UNK/OTH,MALE,Physical Force,Y
2021127962069,No Injury,N,33,UNK/OTH,MALE,Physical Force,Y
2021131962017,No Injury,N,36,UNK/OTH,MALE,Physical Force,Y
2021132962052,No Injury,N,19,UNK/OTH,MALE,Physical Force,Y
2021139962038,No Injury,N,45,UNK/OTH,MALE,Physical Force,Y
2021139962137,No Injury,N,36,UNK/OTH,MALE,Physical Force,Y
2022020962090,No Injury,N,36,UNK/OTH,MALE,Physical Force,Y
2022024962017,No Injury,N,21,UNK/OTH,MALE,Physical Force,Y
2022024962052,No Injury,N,43,UNK/OTH,MALE,Physical Force,Y
2022026962058,No Injury,N,46,UNK/OTH,MALE,Physical Force,Y
2022028962084,No Injury,N,29,UNK/OTH,MALE,Physical Force,Y
2022036962017,No Injury,N,41,UNK/OTH,MALE,Physical Force,Y
2022044962015,No Injury,N,43,UNK/OTH,MALE,Physical Force,Y
2022044962080,No Injury,N,34,UNK/OTH,MALE,Physical Force,Y
2022052962057,No Injury,N,42,UNK/OTH,MALE,Physical Force,Y
2022053962039,No Injury,N,30,UNK/OTH,MALE,Physical Force,Y
2022053962039,No Injury,N,31,UNK/OTH,MALE,Physical Force,Y
2022059962113,No Injury,N,45,UNK/OTH,MALE,Physical Force,Y
2022059962158,No Injury,N,34,UNK/OTH,MALE,Physical Force,Y
2022060962080,No Injury,N,23,UNK/OTH,MALE,Physical Force,Y
2022061962059,No Injury,N,17,UNK/OTH,MALE,Physical Force,Y
2022061962070,No Injury,N,24,UNK/OTH,MALE,Physical Force,Y
2022061962103,No Injury,N,37,UNK/OTH,MALE,Physical Force,Y
2022062962036,No Injury,N,23,UNK/OTH,MALE,Physical Force,Y
2022062962062,No Injury,N,59,UNK/OTH,MALE,Physical Force,Y
2022062962065,No Injury,N,22,UNK/OTH,MALE,Physical Force,Y
2022062962094,No Injury,N,33,UNK/OTH,MALE,Physical Force,Y
2022063962031,No Injury,N,41,UNK/OTH,MALE,Physical Force,Y
2022063962120,No Injury,N,27,UNK/OTH,MALE,Physical Force,Y
2022063962147,No Injury,N,44,UNK/OTH,MALE,Physical Force,Y
2022064962046,No Injury,N,17,UNK/OTH,MALE,Physical Force,Y
2022064962047,No Injury,N,32,UNK/OTH,MALE,Physical Force,Y
2022067962073,No Injury,N,39,UNK/OTH,MALE,Physical Force,Y
2022071962024,No Injury,N,30,UNK/OTH,MALE,Physical Force,Y
2022071962039,No Injury,N,25,UNK/OTH,MALE,Physical Force,Y
2022071962072,No Injury,N,42,UNK/OTH,MALE,Physical Force,Y
2022071962107,No Injury,N,58,UNK/OTH,MALE,Physical Force,Y
2022079962024,No Injury,N,48,UNK/OTH,MALE,Physical Force,Y
2022079962033,No Injury,N,15,UNK/OTH,MALE,Physical Force,Y
2022080962017,No Injury,N,35,UNK/OTH,MALE,Physical Force,Y
2022081962038,No Injury,N,18,UNK/OTH,MALE,Physical Force,Y
2022082962026,No Injury,N,20,UNK/OTH,MALE,Physical Force,Y
2022086962016,No Injury,N,33,UNK/OTH,MALE,Physical Force,Y
2022086962051,No Injury,N,23,UNK/OTH,MALE,Physical Force,Y
2022088962029,No Injury,N,30,UNK/OTH,MALE,Physical Force,Y
2022088962036,No Injury,N,45,UNK/OTH,MALE,Physical Force,Y
2022090962032,No Injury,N,28,UNK/OTH,MALE,Physical Force,Y
2022091962070,No Injury,N,52,UNK/OTH,MALE,Physical Force,Y
2022092962015,No Injury,N,20,UNK/OTH,MALE,Physical Force,Y
2022092962015,No Injury,N,21,UNK/OTH,MALE,Physical Force,Y
2022092962045,No Injury,N,31,UNK/OTH,MALE,Physical Force,Y
2022092962079,No Injury,N,24,UNK/OTH,MALE,Physical Force,Y
2022094962140,No Injury,N,39,UNK/OTH,MALE,Physical Force,Y
2022094962172,No Injury,N,34,UNK/OTH,MALE,Physical Force,Y
2022095962023,No Injury,N,42,UNK/OTH,MALE,Physical Force,Y
2022095962030,No Injury,N,40,UNK/OTH,MALE,Physical Force,Y
2022097962030,No Injury,N,34,UNK/OTH,MALE,Physical Force,Y
2022100962046,No Injury,N,40,UNK/OTH,MALE,Physical Force,Y
2022102962051,No Injury,N,53,UNK/OTH,MALE,Physical Force,Y
2022113962017,No Injury,N,18,UNK/OTH,MALE,Physical Force,Y
2022113962030,No Injury,N,33,UNK/OTH,MALE,Physical Force,Y
2022113962035,No Injury,N,28,UNK/OTH,MALE,Physical Force,Y
2022113962052,No Injury,N,45,UNK/OTH,MALE,Physical Force,Y
2022119962030,No Injury,N,29,UNK/OTH,MALE,Physical Force,Y
2022120962029,No Injury,N,36,UNK/OTH,MALE,Physical Force,Y
2022120962066,No Injury,N,29,UNK/OTH,MALE,Physical Force,Y
2022121962028,No Injury,N,61,UNK/OTH,MALE,Physical Force,Y
2022121962048,No Injury,N,28,UNK/OTH,MALE,Physical Force,Y
2022125962068,No Injury,N,19,UNK/OTH,MALE,Physical Force,Y
2022126962045,No Injury,N,23,UNK/OTH,MALE,Physical Force,Y
2022126962053,No Injury,N,30,UNK/OTH,MALE,Physical Force,Y
2022126962060,No Injury,N,22,UNK/OTH,MALE,Physical Force,Y
2022128962050,No Injury,N,29,UNK/OTH,MALE,Physical Force,Y
2022133962065,No Injury,N,20,UNK/OTH,MALE,Physical Force,Y
2022139962086,No Injury,N,19,UNK/OTH,MALE,Physical Force,Y
2022139962144,No Injury,N,26,UNK/OTH,MALE,Physical Force,Y
2022142962018,No Injury,N,13,UNK/OTH,MALE,Physical Force,Y
2022142962023,No Injury,N,30,UNK/OTH,MALE,Physical Force,Y
2020020962083,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020024962071,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020025962091,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020025962129,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020032962102,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020032962103,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020032962135,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020033962106,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020037962065,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020037962067,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020044962135,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020051962046,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020051962112,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020059962080,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020059962148,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020059962160,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020059962200,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020059962201,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020059962207,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020059962311,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020062962080,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020063962270,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020064962096,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020065962171,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020065962171,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020067962062,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020069962077,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020090962083,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020092962089,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020092962241,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020094962083,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020097962076,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020122962214,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020125962058,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021020962020,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021024962068,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021024962142,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021025962068,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021032962131,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021038962046,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021044962109,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021049962041,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021052962036,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021059962203,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021059962219,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021059962219,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021060962102,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021064962087,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021064962088,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021065962018,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021090962072,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021092962193,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021094962147,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021096962043,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021109962063,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021109962063,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021113962015,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021125962067,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021125962068,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021126962079,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021133962028,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2021140962058,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022038962057,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022039962025,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022042962058,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022044962015,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022051962039,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022062962021,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022063962134,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022071962023,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022085962019,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022095962022,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022126962058,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022128962058,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2022134962027,No Injury,N,,UNK/OTH,UNK,Physical Force,Y
2020024962069,No Injury,N,,UNK/OTH,FEMALE,Physical Force,Y
2020024962084,No Injury,N,,UNK/OTH,FEMALE,Physical Force,Y
2020037962068,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2020059962204,No Injury,N,,UNK/OTH,FEMALE,Physical Force,Y
2020065962154,No Injury,N,,UNK/OTH,FEMALE,Physical Force,Y
2020086962169,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2020100962055,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2021044962146,No Injury,N,,UNK/OTH,FEMALE,Physical Force,Y
2021047962095,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2021065962290,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2021066962202,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2021089962078,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2021090962137,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2021094962283,No Injury,N,,UNK/OTH,FEMALE,Physical Force,Y
2022024962101,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2022065962102,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2022079962055,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2022082962030,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2022097962032,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2022127962017,No Injury,N,,UNK/OTH,MALE,Physical Force,Y
2020020962098,No Injury,N,27,ASIAN,FEMALE,Physical Force,Y
2020025962124,No Injury,N,24,ASIAN,FEMALE,Physical Force,Y
2020028962163,No Injury,N,39,ASIAN,FEMALE,Physical Force,Y
2020032962078,No Injury,N,19,ASIAN,FEMALE,Physical Force,Y
2020033962110,No Injury,N,26,ASIAN,FEMALE,Physical Force,Y
2020080962021,No Injury,N,15,ASIAN,FEMALE,Physical Force,Y
2020081962048,No Injury,N,17,ASIAN,FEMALE,Physical Force,Y
2020091962046,No Injury,N,22,ASIAN,FEMALE,Physical Force,Y
2020091962067,No Injury,N,42,ASIAN,FEMALE,Physical Force,Y
2020095962016,No Injury,N,39,ASIAN,FEMALE,Physical Force,Y
2020103962152,No Injury,N,32,ASIAN,FEMALE,Physical Force,Y
2020107962047,No Injury,N,53,ASIAN,FEMALE,Physical Force,Y
2020124962109,No Injury,N,38,ASIAN,FEMALE,Physical Force,Y
2020129962031,No Injury,N,28,ASIAN,FEMALE,Physical Force,Y
2020129962035,No Injury,N,21,ASIAN,FEMALE,Physical Force,Y
2020129962051,No Injury,N,59,ASIAN,FEMALE,Physical Force,Y
2020130962026,No Injury,N,28,ASIAN,FEMALE,Physical Force,Y
2021026962018,No Injury,N,27,ASIAN,FEMALE,Physical Force,Y
2021036962043,No Injury,N,24,ASIAN,FEMALE,Physical Force,Y
2021036962073,No Injury,N,31,ASIAN,FEMALE,Physical Force,Y
2021038962049,No Injury,N,20,ASIAN,FEMALE,Physical Force,Y
2021064962023,No Injury,N,28,ASIAN,FEMALE,Physical Force,Y
2021079962102,No Injury,N,15,ASIAN,FEMALE,Physical Force,Y
2021081962034,No Injury,N,23,ASIAN,FEMALE,Physical Force,Y
2021081962049,No Injury,N,15,ASIAN,FEMALE,Physical Force,Y
2021088962105,No Injury,N,21,ASIAN,FEMALE,Physical Force,Y
2021125962040,No Injury,N,,ASIAN,FEMALE,Physical Force,Y
2021127962020,No Injury,N,52,ASIAN,FEMALE,Physical Force,Y
2021128962067,No Injury,N,37,ASIAN,FEMALE,Physical Force,Y
2021130962016,No Injury,N,18,ASIAN,FEMALE,Physical Force,Y
2021132962076,No Injury,N,18,ASIAN,FEMALE,Physical Force,Y
2021133962088,No Injury,N,29,ASIAN,FEMALE,Physical Force,Y
2021133962191,No Injury,N,73,ASIAN,FEMALE,Physical Force,Y
2021140962083,No Injury,N,23,ASIAN,FEMALE,Physical Force,Y
2022081962025,No Injury,N,39,ASIAN,FEMALE,Physical Force,Y
2022091962032,No Injury,N,58,ASIAN,FEMALE,Physical Force,Y
2022121962023,No Injury,N,29,ASIAN,FEMALE,Physical Force,Y
2022124962033,No Injury,N,42,ASIAN,FEMALE,Physical Force,Y
2022125962077,No Injury,N,37,ASIAN,FEMALE,Physical Force,Y
2022129962031,No Injury,N,30,ASIAN,FEMALE,Physical Force,Y
2022139962048,No Injury,N,23,ASIAN,FEMALE,Physical Force,Y
2020020962046,No Injury,N,58,ASIAN,MALE,Physical Force,Y
2020025962123,No Injury,N,25,ASIAN,MALE,Physical Force,Y
2020032962124,No Injury,N,19,ASIAN,MALE,Physical Force,Y
2020033962188,No Injury,N,23,ASIAN,MALE,Physical Force,Y
2020036962018,No Injury,N,85,ASIAN,MALE,Physical Force,Y
2020037962018,No Injury,N,,ASIAN,MALE,Physical Force,Y
2020037962137,No Injury,N,16,ASIAN,MALE,Physical Force,Y
2020038962109,No Injury,N,42,ASIAN,MALE,Physical Force,Y
2020042962046,No Injury,N,16,ASIAN,MALE,Physical Force,Y
2020042962122,No Injury,N,,ASIAN,MALE,Physical Force,Y
2020043962021,No Injury,N,19,ASIAN,MALE,Physical Force,Y
2020043962026,No Injury,N,21,ASIAN,MALE,Physical Force,Y
2020045962020,No Injury,N,16,ASIAN,MALE,Physical Force,Y
2020049962055,No Injury,N,31,ASIAN,MALE,Physical Force,Y
2020062962128,No Injury,N,46,ASIAN,MALE,Physical Force,Y
2020064962037,No Injury,N,36,ASIAN,MALE,Physical Force,Y
2020068962035,No Injury,N,38,ASIAN,MALE,Physical Force,Y
2020071962124,No Injury,N,33,ASIAN,MALE,Physical Force,Y
2020080962033,No Injury,N,17,ASIAN,MALE,Physical Force,Y
2020080962037,No Injury,N,22,ASIAN,MALE,Physical Force,Y
2020080962045,No Injury,N,35,ASIAN,MALE,Physical Force,Y
2020080962046,No Injury,N,35,ASIAN,MALE,Physical Force,Y
2020081962034,No Injury,N,45,ASIAN,MALE,Physical Force,Y
2020081962036,No Injury,N,19,ASIAN,MALE,Physical Force,Y
2020085962063,No Injury,N,30,ASIAN,MALE,Physical Force,Y
2020087962033,No Injury,N,26,ASIAN,MALE,Physical Force,Y
2020087962035,No Injury,N,34,ASIAN,MALE,Physical Force,Y
2020089962064,No Injury,N,60,ASIAN,MALE,Physical Force,Y
2020091962062,No Injury,N,17,ASIAN,MALE,Physical Force,Y
2020091962084,No Injury,N,27,ASIAN,MALE,Physical Force,Y
2020091962096,No Injury,N,27,ASIAN,MALE,Physical Force,Y
2020091962134,No Injury,N,55,ASIAN,MALE,Physical Force,Y
2020096962115,No Injury,N,,ASIAN,MALE,Physical Force,Y
2020098962159,No Injury,N,,ASIAN,MALE,Physical Force,Y
2020100962060,No Injury,N,22,ASIAN,MALE,Physical Force,Y
2020102962029,No Injury,N,29,ASIAN,MALE,Physical Force,Y
2020120962022,No Injury,N,21,ASIAN,MALE,Physical Force,Y
2020120962094,No Injury,N,,ASIAN,MALE,Physical Force,Y
2020121962022,No Injury,N,23,ASIAN,MALE,Physical Force,Y
2020121962026,No Injury,N,52,ASIAN,MALE,Physical Force,Y
2020121962032,No Injury,N,47,ASIAN,MALE,Physical Force,Y
2020121962038,No Injury,N,25,ASIAN,MALE,Physical Force,Y
2020121962043,No Injury,N,16,ASIAN,MALE,Physical Force,Y
2020121962059,No Injury,N,46,ASIAN,MALE,Physical Force,Y
2020121962069,No Injury,N,22,ASIAN,MALE,Physical Force,Y
2020121962082,No Injury,N,28,ASIAN,MALE,Physical Force,Y
2020121962097,No Injury,N,33,ASIAN,MALE,Physical Force,Y
2020122962106,No Injury,N,20,ASIAN,MALE,Physical Force,Y
2020122962158,No Injury,N,29,ASIAN,MALE,Physical Force,Y
2020122962165,No Injury,N,48,ASIAN,MALE,Physical Force,Y
2020122962193,No Injury,N,43,ASIAN,MALE,Physical Force,Y
2020122962222,No Injury,N,39,ASIAN,MALE,Physical Force,Y
2020124962058,No Injury,N,34,ASIAN,MALE,Physical Force,Y
2020124962062,No Injury,N,20,ASIAN,MALE,Physical Force,Y
2020125962016,No Injury,N,18,ASIAN,MALE,Physical Force,Y
2020125962038,No Injury,N,24,ASIAN,MALE,Physical Force,Y
2020125962045,No Injury,N,17,ASIAN,MALE,Physical Force,Y
2020125962051,No Injury,N,21,ASIAN,MALE,Physical Force,Y
2020125962072,No Injury,N,64,ASIAN,MALE,Physical Force,Y
2020125962078,No Injury,N,32,ASIAN,MALE,Physical Force,Y
2020125962083,No Injury,N,23,ASIAN,MALE,Physical Force,Y
2020128962031,No Injury,N,29,ASIAN,MALE,Physical Force,Y
2020129962042,No Injury,N,34,ASIAN,MALE,Physical Force,Y
2020129962114,No Injury,N,22,ASIAN,MALE,Physical Force,Y
2020129962132,No Injury,N,35,ASIAN,MALE,Physical Force,Y
2020131962041,No Injury,N,28,ASIAN,MALE,Physical Force,Y
2020134962024,No Injury,N,27,ASIAN,MALE,Physical Force,Y
2020134962065,No Injury,N,30,ASIAN,MALE,Physical Force,Y
2020134962067,No Injury,N,26,ASIAN,MALE,Physical Force,Y
2020139962032,No Injury,N,26,ASIAN,MALE,Physical Force,Y
2020139962150,No Injury,N,43,ASIAN,MALE,Physical Force,Y
2020140962068,No Injury,N,29,ASIAN,MALE,Physical Force,Y
2021024962122,No Injury,N,18,ASIAN,MALE,Physical Force,Y
2021028962039,No Injury,N,16,ASIAN,MALE,Physical Force,Y
2021029962078,No Injury,N,30,ASIAN,MALE,Physical Force,Y
2021033962106,No Injury,N,53,ASIAN,MALE,Physical Force,Y
2021033962308,No Injury,N,26,ASIAN,MALE,Physical Force,Y
2021036962041,No Injury,N,18,ASIAN,MALE,Physical Force,Y
2021036962046,No Injury,N,17,ASIAN,MALE,Physical Force,Y
2021037962055,No Injury,N,24,ASIAN,MALE,Physical Force,Y
2021037962057,No Injury,N,26,ASIAN,MALE,Physical Force,Y
2021037962058,No Injury,N,21,ASIAN,MALE,Physical Force,Y
2021038962054,No Injury,N,37,ASIAN,MALE,Physical Force,Y
2021043962041,No Injury,N,33,ASIAN,MALE,Physical Force,Y
2021044962072,No Injury,N,28,ASIAN,MALE,Physical Force,Y
2021044962118,No Injury,N,34,ASIAN,MALE,Physical Force,Y
2021060962046,No Injury,N,27,ASIAN,MALE,Physical Force,Y
2021062962047,No Injury,N,37,ASIAN,MALE,Physical Force,Y
2021062962136,No Injury,N,27,ASIAN,MALE,Physical Force,Y
2021063962064,No Injury,N,21,ASIAN,MALE,Physical Force,Y
2021064962020,No Injury,N,22,ASIAN,MALE,Physical Force,Y
2021068962072,No Injury,N,20,ASIAN,MALE,Physical Force,Y
2021080962034,No Injury,N,21,ASIAN,MALE,Physical Force,Y
2021080962088,No Injury,N,19,ASIAN,MALE,Physical Force,Y
2021081962024,No Injury,N,39,ASIAN,MALE,Physical Force,Y
2021081962033,No Injury,N,31,ASIAN,MALE,Physical Force,Y
2021082962039,No Injury,N,29,ASIAN,MALE,Physical Force,Y
2021082962078,No Injury,N,18,ASIAN,MALE,Physical Force,Y
2021085962036,No Injury,N,21,ASIAN,MALE,Physical Force,Y
2021085962038,No Injury,N,20,ASIAN,MALE,Physical Force,Y
2021089962102,No Injury,N,27,ASIAN,MALE,Physical Force,Y
2021091962021,No Injury,N,31,ASIAN,MALE,Physical Force,Y
2021091962027,No Injury,N,31,ASIAN,MALE,Physical Force,Y
2021091962029,No Injury,N,43,ASIAN,MALE,Physical Force,Y
2021091962061,No Injury,N,31,ASIAN,MALE,Physical Force,Y
2021094962093,No Injury,N,45,ASIAN,MALE,Physical Force,Y
2021095962060,No Injury,N,29,ASIAN,MALE,Physical Force,Y
2021120962057,No Injury,N,31,ASIAN,MALE,Physical Force,Y
2021121962025,No Injury,N,38,ASIAN,MALE,Physical Force,Y
2021121962064,No Injury,N,19,ASIAN,MALE,Physical Force,Y
2021121962079,No Injury,N,36,ASIAN,MALE,Physical Force,Y
2021121962082,No Injury,N,31,ASIAN,MALE,Physical Force,Y
2021121962096,No Injury,N,21,ASIAN,MALE,Physical Force,Y
2021122962058,No Injury,N,29,ASIAN,MALE,Physical Force,Y
2021122962061,No Injury,N,20,ASIAN,MALE,Physical Force,Y
2021122962061,No Injury,N,17,ASIAN,MALE,Physical Force,Y
2021122962076,No Injury,N,46,ASIAN,MALE,Physical Force,Y
2021122962176,No Injury,N,24,ASIAN,MALE,Physical Force,Y
2021123962042,No Injury,N,20,ASIAN,MALE,Physical Force,Y
2021124962054,No Injury,N,17,ASIAN,MALE,Physical Force,Y
2021124962064,No Injury,N,26,ASIAN,MALE,Physical Force,Y
2021124962077,No Injury,N,34,ASIAN,MALE,Physical Force,Y
2021124962136,No Injury,N,41,ASIAN,MALE,Physical Force,Y
2021124962138,No Injury,N,20,ASIAN,MALE,Physical Force,Y
2021125962016,No Injury,N,25,ASIAN,MALE,Physical Force,Y
2021125962036,No Injury,N,53,ASIAN,MALE,Physical Force,Y
2021125962040,No Injury,N,30,ASIAN,MALE,Physical Force,Y
2021125962040,No Injury,N,29,ASIAN,MALE,Physical Force,Y
2021125962084,No Injury,N,30,ASIAN,MALE,Physical Force,Y
2021125962087,No Injury,N,29,ASIAN,MALE,Physical Force,Y
2021126962017,No Injury,N,30,ASIAN,MALE,Physical Force,Y
2021126962042,No Injury,N,48,ASIAN,MALE,Physical Force,Y
2021126962072,No Injury,N,24,ASIAN,MALE,Physical Force,Y
2021126962117,No Injury,N,78,ASIAN,MALE,Physical Force,Y
2021127962029,No Injury,N,41,ASIAN,MALE,Physical Force,Y
2021127962063,No Injury,N,30,ASIAN,MALE,Physical Force,Y
2021128962015,No Injury,N,34,ASIAN,MALE,Physical Force,Y
2021128962048,No Injury,N,21,ASIAN,MALE,Physical Force,Y
2021128962054,No Injury,N,54,ASIAN,MALE,Physical Force,Y
2021128962057,No Injury,N,22,ASIAN,MALE,Physical Force,Y
2021129962043,No Injury,N,24,ASIAN,MALE,Physical Force,Y
2021129962082,No Injury,N,17,ASIAN,MALE,Physical Force,Y
